MEASUREMENT_TIME	ID_INPUT	VALUE	PRIVATE_DATA
2023-02-06 01:38:46.200	2	Loading Microsoft Teams	0
2023-02-06 01:38:46.200	3	Teams.exe	0
2023-02-06 01:38:46.200	4	Chrome_WidgetWin_1	0
2023-02-06 01:38:46.200	5	\DISPLAY1	0
2023-02-06 01:38:56.483	2	Discord Updater	0
2023-02-06 01:38:56.483	3	Discord.exe	0
2023-02-06 01:38:56.483	4	Chrome_WidgetWin_1	0
2023-02-06 01:38:56.483	5	\DISPLAY1	0
2023-02-06 01:47:40.450	2	Running applications	0
2023-02-06 01:47:40.450	3	explorer.exe	0
2023-02-06 01:47:40.450	4	MSTaskListWClass	0
2023-02-06 01:47:40.450	5	\DISPLAY1	0
2023-02-06 01:47:46.577	2	(16) JJ林俊傑 20 世界巡迴演唱會-臺北站 1204 特別嘉賓 周杰倫 - YouTube — Mozilla Firefox	0
2023-02-06 01:47:46.577	3	firefox.exe	0
2023-02-06 01:47:46.577	4	MozillaWindowClass	0
2023-02-06 01:47:46.577	5	\DISPLAY1	0
2023-02-06 01:51:53.812	2	User Promoted Notification Area	0
2023-02-06 01:51:53.812	3	explorer.exe	0
2023-02-06 01:51:53.812	4	ToolbarWindow32	0
2023-02-06 01:51:53.812	5	\DISPLAY1	0
2023-02-06 01:51:55.196	2	Volume Control	0
2023-02-06 01:51:55.196	3	ShellExperienceHost.exe	0
2023-02-06 01:51:55.196	4	Windows.UI.Core.CoreWindow	0
2023-02-06 01:51:55.196	5	\DISPLAY1	0
2023-02-06 01:51:58.228	2	DSC 140A - Probabilistic Modeling and ML - LE [A00] - Course Podcasts - UC San Diego — Mozilla Firefox	0
2023-02-06 01:51:58.228	3	firefox.exe	0
2023-02-06 01:51:58.228	4	MozillaWindowClass	0
2023-02-06 01:51:58.228	5	\DISPLAY1	0
2023-02-06 02:31:39.875	2	User Promoted Notification Area	0
2023-02-06 02:31:39.875	3	explorer.exe	0
2023-02-06 02:31:39.875	4	ToolbarWindow32	0
2023-02-06 02:31:39.875	5	\DISPLAY1	0
2023-02-06 02:31:40.473	2	Volume Control	0
2023-02-06 02:31:40.473	3	ShellExperienceHost.exe	0
2023-02-06 02:31:40.473	4	Windows.UI.Core.CoreWindow	0
2023-02-06 02:31:40.473	5	\DISPLAY1	0
2023-02-06 02:31:44.131	2	DSC 140A - Probabilistic Modeling and ML - LE [A00] - Course Podcasts - UC San Diego — Mozilla Firefox	0
2023-02-06 02:31:44.131	3	firefox.exe	0
2023-02-06 02:31:44.131	4	MozillaWindowClass	0
2023-02-06 02:31:44.131	5	\DISPLAY1	0
2023-02-06 03:33:55.738	2	Running applications	0
2023-02-06 03:33:55.738	3	explorer.exe	0
2023-02-06 03:33:55.738	4	MSTaskListWClass	0
2023-02-06 03:33:55.738	5	\DISPLAY1	0
2023-02-06 03:33:56.789	2	Friends - Discord	0
2023-02-06 03:33:56.789	3	Discord.exe	0
2023-02-06 03:33:56.789	4	Chrome_WidgetWin_1	0
2023-02-06 03:33:56.789	5	\DISPLAY1	0
2023-02-06 03:33:59.226	2	Submit Lab 04 | Gradescope — Mozilla Firefox	0
2023-02-06 03:33:59.226	3	firefox.exe	0
2023-02-06 03:33:59.226	4	MozillaWindowClass	0
2023-02-06 03:33:59.226	5	\DISPLAY1	0
2023-02-06 03:34:01.058	2	Running applications	0
2023-02-06 03:34:01.058	3	explorer.exe	0
2023-02-06 03:34:01.058	4	MSTaskListWClass	0
2023-02-06 03:34:01.058	5	\DISPLAY1	0
2023-02-06 03:34:01.895	2	@Harry Cheon - Discord	0
2023-02-06 03:34:01.895	3	Discord.exe	0
2023-02-06 03:34:01.895	4	Chrome_WidgetWin_1	0
2023-02-06 03:34:01.895	5	\DISPLAY1	0
2023-02-06 03:34:06.789	2	Submit Lab 04 | Gradescope — Mozilla Firefox	0
2023-02-06 03:34:06.789	3	firefox.exe	0
2023-02-06 03:34:06.789	4	MozillaWindowClass	0
2023-02-06 03:34:06.789	5	\DISPLAY1	0
2023-02-06 03:35:11.372	2	Running applications	0
2023-02-06 03:35:11.372	3	explorer.exe	0
2023-02-06 03:35:11.372	4	MSTaskListWClass	0
2023-02-06 03:35:11.372	5	\DISPLAY1	0
2023-02-06 03:35:12.150	2	@Harry Cheon - Discord	0
2023-02-06 03:35:12.150	3	Discord.exe	0
2023-02-06 03:35:12.150	4	Chrome_WidgetWin_1	0
2023-02-06 03:35:12.150	5	\DISPLAY1	0
2023-02-06 03:35:26.793	2	slides.pdf — Mozilla Firefox	0
2023-02-06 03:35:26.793	3	firefox.exe	0
2023-02-06 03:35:26.793	4	MozillaWindowClass	0
2023-02-06 03:35:26.793	5	\DISPLAY1	0
2023-02-06 03:57:31.221	2	Running applications	0
2023-02-06 03:57:31.221	3	explorer.exe	0
2023-02-06 03:57:31.221	4	MSTaskListWClass	0
2023-02-06 03:57:31.221	5	\DISPLAY1	0
2023-02-06 03:57:33.014	2	@Harry Cheon - Discord	0
2023-02-06 03:57:33.014	3	Discord.exe	0
2023-02-06 03:57:33.014	4	Chrome_WidgetWin_1	0
2023-02-06 03:57:33.014	5	\DISPLAY1	0
2023-02-06 03:57:46.827	2	Submit Lab 04 | Gradescope — Mozilla Firefox	0
2023-02-06 03:57:46.827	3	firefox.exe	0
2023-02-06 03:57:46.827	4	MozillaWindowClass	0
2023-02-06 03:57:46.827	5	\DISPLAY1	0
2023-02-06 04:03:10.654	2	Running applications	0
2023-02-06 04:03:10.654	3	explorer.exe	0
2023-02-06 04:03:10.654	4	MSTaskListWClass	0
2023-02-06 04:03:10.654	5	\DISPLAY1	0
2023-02-06 04:03:15.851	2	@Harry Cheon - Discord	0
2023-02-06 04:03:15.851	3	Discord.exe	0
2023-02-06 04:03:15.851	4	Chrome_WidgetWin_1	0
2023-02-06 04:03:15.851	5	\DISPLAY1	0
2023-02-06 04:03:36.840	2	RBF SVM Overfit Reduction — Mozilla Firefox	0
2023-02-06 04:03:36.840	3	firefox.exe	0
2023-02-06 04:03:36.840	4	MozillaWindowClass	0
2023-02-06 04:03:36.840	5	\DISPLAY1	0
2023-02-06 04:03:39.607	2	@Harry Cheon - Discord	0
2023-02-06 04:03:39.607	3	Discord.exe	0
2023-02-06 04:03:39.607	4	Chrome_WidgetWin_1	0
2023-02-06 04:03:39.607	5	\DISPLAY1	0
2023-02-06 04:04:27.157	2	Submit Lab 04 | Gradescope — Mozilla Firefox	0
2023-02-06 04:04:27.157	3	firefox.exe	0
2023-02-06 04:04:27.157	4	MozillaWindowClass	0
2023-02-06 04:04:27.157	5	\DISPLAY1	0
2023-02-06 04:06:23.667	2	Running applications	0
2023-02-06 04:06:23.667	3	explorer.exe	0
2023-02-06 04:06:23.667	4	MSTaskListWClass	0
2023-02-06 04:06:23.667	5	\DISPLAY1	0
2023-02-06 04:06:26.020	2	@Harry Cheon - Discord	0
2023-02-06 04:06:26.020	3	Discord.exe	0
2023-02-06 04:06:26.020	4	Chrome_WidgetWin_1	0
2023-02-06 04:06:26.020	5	\DISPLAY1	0
2023-02-06 04:06:56.896	2	Campuswire — Mozilla Firefox	0
2023-02-06 04:06:56.896	3	firefox.exe	0
2023-02-06 04:06:56.896	4	MozillaWindowClass	0
2023-02-06 04:06:56.896	5	\DISPLAY1	0
2023-02-06 04:06:58.949	2	Running applications	0
2023-02-06 04:06:58.949	3	explorer.exe	0
2023-02-06 04:06:58.949	4	MSTaskListWClass	0
2023-02-06 04:06:58.949	5	\DISPLAY1	0
2023-02-06 04:07:06.847	2	@Harry Cheon - Discord	0
2023-02-06 04:07:06.847	3	Discord.exe	0
2023-02-06 04:07:06.847	4	Chrome_WidgetWin_1	0
2023-02-06 04:07:06.847	5	\DISPLAY1	0
2023-02-06 04:07:59.405	2	Campuswire — Mozilla Firefox	0
2023-02-06 04:07:59.405	3	firefox.exe	0
2023-02-06 04:07:59.405	4	MozillaWindowClass	0
2023-02-06 04:07:59.405	5	\DISPLAY1	0
2023-02-06 04:08:01.323	2	Running applications	0
2023-02-06 04:08:01.323	3	explorer.exe	0
2023-02-06 04:08:01.323	4	MSTaskListWClass	0
2023-02-06 04:08:01.323	5	\DISPLAY1	0
2023-02-06 04:08:06.847	2	@Harry Cheon - Discord	0
2023-02-06 04:08:06.847	3	Discord.exe	0
2023-02-06 04:08:06.847	4	Chrome_WidgetWin_1	0
2023-02-06 04:08:06.847	5	\DISPLAY1	0
2023-02-06 04:08:24.404	2	Campuswire — Mozilla Firefox	0
2023-02-06 04:08:24.404	3	firefox.exe	0
2023-02-06 04:08:24.404	4	MozillaWindowClass	0
2023-02-06 04:08:24.404	5	\DISPLAY1	0
2023-02-06 04:08:39.909	2	@Harry Cheon - Discord	0
2023-02-06 04:08:39.909	3	Discord.exe	0
2023-02-06 04:08:39.909	4	Chrome_WidgetWin_1	0
2023-02-06 04:08:39.909	5	\DISPLAY1	0
2023-02-06 04:10:48.495	2	Campuswire — Mozilla Firefox	0
2023-02-06 04:10:48.495	3	firefox.exe	0
2023-02-06 04:10:48.495	4	MozillaWindowClass	0
2023-02-06 04:10:48.495	5	\DISPLAY1	0
2023-02-06 04:11:57.516	2	Running applications	0
2023-02-06 04:11:57.516	3	explorer.exe	0
2023-02-06 04:11:57.516	4	MSTaskListWClass	0
2023-02-06 04:11:57.516	5	\DISPLAY1	0
2023-02-06 04:12:06.855	2	@Harry Cheon - Discord	0
2023-02-06 04:12:06.855	3	Discord.exe	0
2023-02-06 04:12:06.855	4	Chrome_WidgetWin_1	0
2023-02-06 04:12:06.855	5	\DISPLAY1	0
2023-02-06 04:12:12.354	2	View Submission | Gradescope — Mozilla Firefox	0
2023-02-06 04:12:12.354	3	firefox.exe	0
2023-02-06 04:12:12.354	4	MozillaWindowClass	0
2023-02-06 04:12:12.354	5	\DISPLAY1	0
2023-02-06 04:12:21.719	2	Running applications	0
2023-02-06 04:12:21.719	3	explorer.exe	0
2023-02-06 04:12:21.719	4	MSTaskListWClass	0
2023-02-06 04:12:21.719	5	\DISPLAY1	0
2023-02-06 04:12:22.962	2	@Harry Cheon - Discord	0
2023-02-06 04:12:22.962	3	Discord.exe	0
2023-02-06 04:12:22.962	4	Chrome_WidgetWin_1	0
2023-02-06 04:12:22.962	5	\DISPLAY1	0
2023-02-06 04:12:48.140	2	DSC 140A — Mozilla Firefox	0
2023-02-06 04:12:48.140	3	firefox.exe	0
2023-02-06 04:12:48.140	4	MozillaWindowClass	0
2023-02-06 04:12:48.140	5	\DISPLAY1	0
2023-02-06 04:12:50.056	2	@Harry Cheon - Discord	0
2023-02-06 04:12:50.056	3	Discord.exe	0
