MEASUREMENT_TIME,ID_INPUT,VALUE,PRIVATE_DATA
2022-12-21 17:40:51.955,2,Loading Microsoft Teams,0
2022-12-21 17:40:51.955,3,Teams.exe,0
2022-12-21 17:40:51.955,4,Chrome_WidgetWin_1,0
2022-12-21 17:40:51.955,5,\DISPLAY1,0
2022-12-21 17:40:52.908,2,Type here to search,0
2022-12-21 17:40:52.908,3,explorer.exe,0
2022-12-21 17:40:52.908,4,Button,0
2022-12-21 17:40:52.908,5,\DISPLAY1,0
2022-12-21 17:41:01.973,2,General (CCG DCA UCSD-HDSI Capstone) | Microsoft Teams,0
2022-12-21 17:41:01.973,3,Teams.exe,0
2022-12-21 17:41:01.973,4,Chrome_WidgetWin_1,0
2022-12-21 17:41:01.973,5,\DISPLAY1,0
2022-12-21 17:41:05.167,2,User Promoted Notification Area,0
2022-12-21 17:41:05.167,3,explorer.exe,0
2022-12-21 17:41:05.167,4,ToolbarWindow32,0
2022-12-21 17:41:05.167,5,\DISPLAY1,0
2022-12-21 17:41:07.295,2,Network Connections,0
2022-12-21 17:41:07.295,3,ShellExperienceHost.exe,0
2022-12-21 17:41:07.295,4,Windows.UI.Core.CoreWindow,0
2022-12-21 17:41:07.295,5,\DISPLAY1,0
2022-12-21 17:41:10.273,2,FolderView,0
2022-12-21 17:41:10.273,3,explorer.exe,0
2022-12-21 17:41:10.273,4,SysListView32,0
2022-12-21 17:41:10.273,5,\DISPLAY1,0
2022-12-21 17:41:12.022,2,Network Connections,0
2022-12-21 17:41:12.022,3,ShellExperienceHost.exe,0
2022-12-21 17:41:12.022,4,Windows.UI.Core.CoreWindow,0
2022-12-21 17:41:12.022,5,\DISPLAY1,0
2022-12-21 17:41:12.479,2,FolderView,0
2022-12-21 17:41:12.479,3,explorer.exe,0
2022-12-21 17:41:12.479,4,SysListView32,0
2022-12-21 17:41:12.479,5,\DISPLAY1,0
2022-12-21 17:41:20.117,2,Instagram — Mozilla Firefox,0
2022-12-21 17:41:20.117,3,firefox.exe,0
2022-12-21 17:41:20.117,4,MozillaWindowClass,0
2022-12-21 17:41:20.117,5,\DISPLAY1,0
2022-12-21 17:42:06.321,2,Riot Client,0
2022-12-21 17:42:06.321,3,RiotClientServices.exe,0
2022-12-21 17:42:06.321,4,ScreenManagerWindowClass,0
2022-12-21 17:42:06.321,5,\DISPLAY1,0
2022-12-21 17:42:07.909,2,Why Football is Broken & Arab Oil Clubs Are Taking Over - YouTube — Mozilla Firefox,0
2022-12-21 17:42:07.909,3,firefox.exe,0
2022-12-21 17:42:07.909,4,MozillaWindowClass,0
2022-12-21 17:42:07.909,5,\DISPLAY1,0
2022-12-21 17:42:10.620,2,Riot Client,0
2022-12-21 17:42:10.620,3,RiotClientServices.exe,0
2022-12-21 17:42:10.620,4,ScreenManagerWindowClass,0
2022-12-21 17:42:10.620,5,\DISPLAY1,0
2022-12-21 17:42:12.025,2,(94) Why Football is Broken & Arab Oil Clubs Are Taking Over - YouTube — Mozilla Firefox,0
2022-12-21 17:42:12.025,3,firefox.exe,0
2022-12-21 17:42:12.025,4,MozillaWindowClass,0
